IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID
UBERON_0014887_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of digit","organ"
UBERON_0015180_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of talus","organ"
UBERON_0016419_UBERON_0004765,"","organ part - ","UBERON_0004765","bony part of vertebral arch","organ"
UBERON_0017670_UBERON_0004765,"","organ part - ","UBERON_0004765","bony part of cervical vertebral arch","organ"
UBERON_0017671_UBERON_0004765,"","organ part - ","UBERON_0004765","bony part of vertebral arch of first sacral vertebra","organ"
UBERON_0017692_UBERON_0004765,"","organ part - ","UBERON_0004765","internal surface of cranial base","organ"
UBERON_0018242_UBERON_0004765,"","organ part - ","UBERON_0004765","palatine bone horizontal plate","organ"
UBERON_0018265_UBERON_0004765,"","organ part - ","UBERON_0004765","anterior root of zygomatic arch","organ"
UBERON_0018542_UBERON_0004765,"","organ part - ","UBERON_0004765","mandibular symphyseal region","organ"
UBERON_0018664_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of bone element","organ"
UBERON_0018667_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of scapula","organ"
UBERON_0034898_UBERON_0004765,"","organ part - ","UBERON_0004765","alveolar ridge of premaxilla","organ"
UBERON_0035848_UBERON_0004765,"","organ part - ","UBERON_0004765","infraorbital margin","organ"
UBERON_0035849_UBERON_0004765,"","organ part - ","UBERON_0004765","orbital margin","organ"
UBERON_0035964_UBERON_0004765,"","organ part - ","UBERON_0004765","promontory of tympanic cavity","organ"
UBERON_0010527_UBERON_0004765,"","","UBERON_0004765","cavity of bone organ","organ"
UBERON_0011863_UBERON_0004765,"","","UBERON_0004765","bone collagen fibril","organ"
UBERON_0001476_HUDECA_0000002,"","tissue","HUDECA_0000002","deltoid","organ"
UBERON_0001477_HUDECA_0000002,"","","HUDECA_0000002","infraspinatus muscle","organ"
UBERON_0001478_HUDECA_0000002,"","","HUDECA_0000002","teres major muscle","organ"
UBERON_0001479_UBERON_0004765,"","","UBERON_0004765","sesamoid bone","organ"
UBERON_0001480_UBERON_0004765,"","","UBERON_0004765","proximal carpal bone","organ"
UBERON_0001481_UBERON_0004765,"","","UBERON_0004765","distal carpal bone","organ"
UBERON_0001482_HUDECA_0000002,"","","HUDECA_0000002","muscle of shoulder","organ"
UBERON_0001484_HUDECA_0000002,"","","HUDECA_0000002","articular capsule","organ"
UBERON_0001495_HUDECA_0000002,"","","HUDECA_0000002","pectoral muscle","organ"
UBERON_0001497_HUDECA_0000002,"","","HUDECA_0000002","muscle of pelvic girdle","organ"
UBERON_0001498_HUDECA_0000002,"","","HUDECA_0000002","muscle of pes","organ"
UBERON_0001500_HUDECA_0000002,"","","HUDECA_0000002","muscle of manus","organ"
UBERON_0001501_HUDECA_0000002,"","","HUDECA_0000002","lumbrical muscle of manus","organ"
UBERON_0001502_HUDECA_0000002,"","","HUDECA_0000002","interosseous muscle of manus","organ"
UBERON_0001503_HUDECA_0000002,"","","HUDECA_0000002","dorsal interosseous of manus","organ"
UBERON_0001504_HUDECA_0000002,"","","HUDECA_0000002","lumbrical muscle of pes","organ"
UBERON_0001506_HUDECA_0000002,"","","HUDECA_0000002","brachialis muscle","organ"
UBERON_0001507_HUDECA_0000002,"","","HUDECA_0000002","biceps brachii","organ"
UBERON_0004502_HUDECA_0000002,"","tissue","HUDECA_0000002","skeletal muscle tissue of biceps brachii","organ"
UBERON_0007168_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","long head of biceps brachii","organ"
UBERON_0007169_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","short head of biceps brachii","organ"
UBERON_0001509_HUDECA_0000002,"","","HUDECA_0000002","triceps brachii","organ"
UBERON_0001520_HUDECA_0000002,"","","HUDECA_0000002","pronator teres","organ"
UBERON_0001521_HUDECA_0000002,"","","HUDECA_0000002","flexor carpi radialis muscle","organ"
UBERON_0001522_HUDECA_0000002,"","","HUDECA_0000002","flexor carpi ulnaris muscle","organ"
UBERON_0001523_HUDECA_0000002,"","","HUDECA_0000002","flexor digitorum profundus","organ"
UBERON_0001524_HUDECA_0000002,"","","HUDECA_0000002","extensor carpi radialis longus muscle","organ"
UBERON_0001525_HUDECA_0000002,"","","HUDECA_0000002","extensor carpi radialis brevis muscle","organ"
UBERON_0001526_HUDECA_0000002,"","","HUDECA_0000002","extensor carpi ulnaris muscle","organ"
UBERON_0001527_HUDECA_0000002,"","","HUDECA_0000002","abductor pollicis longus","organ"
UBERON_0001542_UBERON_0005057,"","","UBERON_0005057","inguinal lymph node","organ"
UBERON_0001562_HUDECA_0000002,"","","HUDECA_0000002","digastric muscle group","organ"
UBERON_0004503_HUDECA_0000002,"","tissue","HUDECA_0000002","skeletal muscle tissue of digastric","organ"
UBERON_0010940_HUDECA_0000002,"","","HUDECA_0000002","muscle of digastric group","organ"
UBERON_0010943_HUDECA_0000002,"","","HUDECA_0000002","anterior digastric muscle","organ"
UBERON_0010944_HUDECA_0000002,"","","HUDECA_0000002","posterior digastric muscle","organ"
UBERON_0001563_HUDECA_0000002,"","","HUDECA_0000002","longus capitis muscle","organ"
UBERON_0001564_HUDECA_0000002,"","","HUDECA_0000002","mylohyoid muscle","organ"
UBERON_0001565_HUDECA_0000002,"","","HUDECA_0000002","geniohyoid muscle","organ"
UBERON_0001566_HUDECA_0000002,"","","HUDECA_0000002","cricothyroid muscle","organ"
UBERON_0001568_HUDECA_0000002,"","","HUDECA_0000002","muscle of larynx","organ"
UBERON_0001569_HUDECA_0000002,"","","HUDECA_0000002","constrictor muscle of pharynx","organ"
UBERON_0001571_HUDECA_0000002,"","organ part - ","HUDECA_0000002","genioglossus muscle","organ"
UBERON_0001572_HUDECA_0000002,"","organ part - ","HUDECA_0000002","hyoglossus muscle","organ"
UBERON_0008428_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","ceratoglossus","organ"
UBERON_0011535_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","chondroglossus muscle","organ"
UBERON_0001573_HUDECA_0000002,"","organ part - ","HUDECA_0000002","styloglossus","organ"
UBERON_0001574_HUDECA_0000002,"","organ part - ","HUDECA_0000002","palatoglossus muscle","organ"
UBERON_0001575_HUDECA_0000002,"","organ part - ","HUDECA_0000002","extrinsic muscle of tongue","organ"
UBERON_0001576_UBERON_0001723,"","organ part - ","UBERON_0001723","intrinsic muscle of tongue","organ"
UBERON_0001580_HUDECA_0000002,"","","HUDECA_0000002","levator labii superioris","organ"
UBERON_0001581_HUDECA_0000002,"","","HUDECA_0000002","depressor labii inferioris","organ"
UBERON_0001582_HUDECA_0000002,"","","HUDECA_0000002","buccinator muscle","organ"
UBERON_0001583_HUDECA_0000002,"","","HUDECA_0000002","extrinsic auricular muscle","organ"
UBERON_0001595_HUDECA_0000002,"","","HUDECA_0000002","auricular muscle","organ"
UBERON_0001596_HUDECA_0000002,"","","HUDECA_0000002","intrinsic auricular muscle","organ"
UBERON_0001597_HUDECA_0000002,"","","HUDECA_0000002","masseter muscle","organ"
UBERON_0004506_HUDECA_0000002,"","tissue","HUDECA_0000002","skeletal muscle tissue of masseter","organ"
UBERON_0010995_HUDECA_0000002,"","organ part - ","HUDECA_0000002","deep part of masseter muscle","organ"
UBERON_0011140_HUDECA_0000002,"","organ part - ","HUDECA_0000002","superficial part of masseter muscle","organ"
UBERON_0011306_HUDECA_0000002,"","organ part - ","HUDECA_0000002","deep part of temporalis","organ"
UBERON_0011313_HUDECA_0000002,"","organ part - ","HUDECA_0000002","posterior subdivision of masseter","organ"
UBERON_0011314_HUDECA_0000002,"","organ part - ","HUDECA_0000002","anterior subdivision of masseter","organ"
UBERON_0001598_HUDECA_0000002,"","","HUDECA_0000002","temporalis muscle","organ"
UBERON_0004507_HUDECA_0000002,"","tissue","HUDECA_0000002","skeletal muscle tissue of temporalis","organ"
UBERON_0011305_HUDECA_0000002,"","organ part - ","HUDECA_0000002","superficial part of temporalis","organ"
UBERON_0001599_HUDECA_0000002,"","","HUDECA_0000002","stapedius muscle","organ"
UBERON_0001600_HUDECA_0000002,"","","HUDECA_0000002","tensor tympani","organ"
UBERON_0001629_HUDECA_0000002,"","","HUDECA_0000002","carotid body","organ"
UBERON_0001630_HUDECA_0000002,"","","HUDECA_0000002","muscle organ","organ"
UBERON_0004012_HUDECA_0000002,"","","HUDECA_0000002","golgi tendon organ","organ"
UBERON_0004521_HUDECA_0000002,"","","HUDECA_0000002","vasculature of muscle organ","organ"
UBERON_0006614_HUDECA_0000002,"","organ part - ","HUDECA_0000002","aponeurosis","organ"
UBERON_0006661_HUDECA_0000002,"","organ part - ","HUDECA_0000002","epicranial aponeurosis","organ"
UBERON_0011289_HUDECA_0000002,"","organ part - ","HUDECA_0000002","pharyngobasilar fascia","organ"
UBERON_0014780_HUDECA_0000002,"","organ part - ","HUDECA_0000002","palatine aponeurosis","organ"
UBERON_4200041_HUDECA_0000002,"","organ part - ","HUDECA_0000002","aponeurosis palmaris","organ"
UBERON_0010938_HUDECA_0000002,"","organ part - ","HUDECA_0000002","muscle belly","organ"
UBERON_0010947_HUDECA_0000002,"","organ part - ","HUDECA_0000002","occipitalis","organ"
UBERON_0010952_HUDECA_0000002,"","organ part - ","HUDECA_0000002","frontalis muscle belly","organ"
UBERON_0011906_HUDECA_0000002,"","organ part - ","HUDECA_0000002","muscle head","organ"
UBERON_0001665_HUDECA_0000002,"","","HUDECA_0000002","triceps surae","organ"
UBERON_0001666_HUDECA_0000002,"","","HUDECA_0000002","flexor digitorum longus","organ"
UBERON_0001667_HUDECA_0000002,"","","HUDECA_0000002","tibialis posterior","organ"
UBERON_0001675_UBERON_0000045,"","","UBERON_0000045","trigeminal ganglion","organ"
UBERON_0001676_UBERON_0004765,"","","UBERON_0004765","occipital bone","organ"
UBERON_0014801_UBERON_0004765,"","","UBERON_0004765","nuchal line attachment site","organ"
UBERON_0014802_UBERON_0004765,"","","UBERON_0004765","highest nuchal line attachment site","organ"
UBERON_0014803_UBERON_0004765,"","","UBERON_0004765","superior nuchal line attachment site","organ"
UBERON_0014804_UBERON_0004765,"","","UBERON_0004765","median nuchal line attachment site","organ"
UBERON_0014805_UBERON_0004765,"","","UBERON_0004765","inferior nuchal line attachment site","organ"
UBERON_0001677_UBERON_0004765,"","","UBERON_0004765","sphenoid bone","organ"
UBERON_0002478_UBERON_0004765,"","","UBERON_0004765","orbitosphenoid","organ"
UBERON_0004649_UBERON_0004765,"","","UBERON_0004765","sphenoid bone pterygoid process","organ"
UBERON_0006428_UBERON_0004765,"","","UBERON_0004765","basisphenoid bone","organ"
UBERON_0008828_UBERON_0004765,"","","UBERON_0004765","presphenoid bone","organ"
UBERON_0009470_UBERON_0004765,"","","UBERON_0004765","postsphenoidal bone","organ"
UBERON_0009639_UBERON_0004765,"","","UBERON_0004765","body of sphenoid","organ"
UBERON_0001678_UBERON_0004765,"","","UBERON_0004765","temporal bone","organ"
UBERON_0001695_UBERON_0004765,"","","UBERON_0004765","squamous part of temporal bone","organ"
UBERON_0003960_UBERON_0004765,"","","UBERON_0004765","styloid process of temporal bone","organ"
UBERON_0004655_UBERON_0004765,"","","UBERON_0004765","zygomatic process of temporal bone","organ"
UBERON_0011220_UBERON_0004765,"","","UBERON_0004765","mastoid process of temporal bone","organ"
UBERON_0001679_UBERON_0004765,"","","UBERON_0004765","ethmoid bone","organ"
UBERON_0001680_UBERON_0004765,"","","UBERON_0004765","lacrimal bone","organ"
UBERON_0012071_UBERON_0004765,"","","UBERON_0004765","palate bone","organ"
UBERON_0001682_UBERON_0004765,"","","UBERON_0004765","palatine bone","organ"
UBERON_0001686_UBERON_0004765,"","","UBERON_0004765","auditory ossicle bone","organ"
UBERON_0006294_UBERON_0004765,"","","UBERON_0004765","stapes pre-cartilage condensation","organ"
UBERON_0010055_UBERON_0004765,"","","UBERON_0004765","stapes cartilage element","organ"
UBERON_0001687_UBERON_0004765,"","","UBERON_0004765","stapes bone","organ"
UBERON_0001688_UBERON_0004765,"","","UBERON_0004765","incus bone","organ"
UBERON_0001689_UBERON_0004765,"","","UBERON_0004765","malleus bone","organ"
UBERON_0014397_UBERON_0004765,"","","UBERON_0004765","lateral process of malleus","organ"
UBERON_0018160_UBERON_0004765,"","","UBERON_0004765","anterior process of malleus","organ"
UBERON_0001690_HUDECA_0000002,"","","HUDECA_0000002","ear","organ"
UBERON_0001691_UBERON_0001690,"","","UBERON_0001690","external ear","organ"
UBERON_0001756_UBERON_0001690,"","","UBERON_0001690","middle ear","organ"
UBERON_0001846_UBERON_0001690,"","","UBERON_0001690","internal ear","organ"
UBERON_0003069_UBERON_0001690,"","tissue","UBERON_0001690","otic placode","organ"
UBERON_0001692_UBERON_0004765,"","","UBERON_0004765","basioccipital bone","organ"
UBERON_0001693_UBERON_0004765,"","","UBERON_0004765","exoccipital bone","organ"
UBERON_0001701_UBERON_0000045,"","","UBERON_0000045","glossopharyngeal ganglion","organ"
UBERON_0001714_UBERON_0000045,"","","UBERON_0000045","cranial ganglion","organ"
UBERON_0001723_HUDECA_0000002,"","organ part - ","HUDECA_0000002","tongue","organ"
UBERON_0001610_UBERON_0001723,"","","UBERON_0001723","lingual artery","organ"
UBERON_0003409_UBERON_0001723,"","organ part - ","UBERON_0001723","gland of tongue","organ"
UBERON_0006330_UBERON_0001723,"","organ part - ","UBERON_0001723","anterior lingual gland","organ"
UBERON_0013475_UBERON_0001723,"","organ part - ","UBERON_0001723","gustatory gland","organ"
UBERON_0003416_UBERON_0001723,"","tissue","UBERON_0001723","mesenchyme of tongue","organ"
UBERON_0005020_UBERON_0001723,"","organ part - ","UBERON_0001723","mucosa of tongue","organ"
UBERON_0006689_UBERON_0001723,"","organ part - ","UBERON_0001723","frenulum of tongue","organ"
UBERON_0010052_UBERON_0001723,"","organ part - ","UBERON_0001723","mucosa of dorsum of tongue","organ"
UBERON_0006688_UBERON_0001723,"","organ part - ","UBERON_0001723","sublingual caruncle","organ"
UBERON_0007367_UBERON_0001723,"","","UBERON_0001723","surface of tongue","organ"
UBERON_0007371_UBERON_0001723,"","","UBERON_0001723","superior surface of tongue","organ"
UBERON_0007373_UBERON_0001723,"","","UBERON_0001723","inferior surface of tongue","organ"
UBERON_0009471_UBERON_0001723,"","organ part - ","UBERON_0001723","dorsum of tongue","organ"
UBERON_0010032_UBERON_0001723,"","organ part - ","UBERON_0001723","anterior part of tongue","organ"
UBERON_0011876_UBERON_0001723,"","organ part - ","UBERON_0001723","body of tongue","organ"
UBERON_0011877_UBERON_0001723,"","","UBERON_0001723","margin of tongue","organ"
UBERON_0014790_UBERON_0001723,"","","UBERON_0001723","lingual septum","organ"
UBERON_0001727_HUDECA_0000002,"","tissue","HUDECA_0000002","taste bud","organ"
UBERON_0001736_HUDECA_0000002,"","organ part - ","HUDECA_0000002","submandibular gland","organ"
UBERON_0001739_UBERON_0004765,"","","UBERON_0004765","laryngeal cartilage","organ"
UBERON_0001740_UBERON_0004765,"","","UBERON_0004765","arytenoid cartilage","organ"
UBERON_0001742_UBERON_0004765,"","","UBERON_0004765","epiglottic cartilage","organ"
UBERON_0001774_HUDECA_0000002,"","","HUDECA_0000002","skeletal muscle of trunk","organ"
UBERON_0006821_HUDECA_0000002,"","tissue","HUDECA_0000002","cutaneous muscle","organ"
UBERON_0008777_HUDECA_0000002,"","","HUDECA_0000002","hypaxial musculature","organ"
UBERON_0008778_HUDECA_0000002,"","","HUDECA_0000002","epaxial musculature","organ"
UBERON_0001800_UBERON_0000045,"","","UBERON_0000045","sensory ganglion","organ"
UBERON_0001805_UBERON_0000045,"","","UBERON_0000045","autonomic ganglion","organ"
UBERON_0001806_UBERON_0000045,"","","UBERON_0000045","sympathetic ganglion","organ"
UBERON_0001808_UBERON_0000045,"","","UBERON_0000045","parasympathetic ganglion","organ"
UBERON_0001809_UBERON_0000045,"","","UBERON_0000045","enteric ganglion","organ"
UBERON_0001820_UBERON_0002097,"","organ part - tissue","UBERON_0002097","sweat gland","organ"
UBERON_0001821_UBERON_0002097,"","organ part - tissue","UBERON_0002097","sebaceous gland","organ"
UBERON_0001822_HUDECA_0000002,"","","HUDECA_0000002","orbital septum","organ"
UBERON_0001829_HUDECA_0000002,"","organ part - ","HUDECA_0000002","major salivary gland","organ"
UBERON_0001830_HUDECA_0000002,"","organ part - ","HUDECA_0000002","minor salivary gland","organ"
UBERON_0001831_HUDECA_0000002,"","organ part - ","HUDECA_0000002","parotid gland","organ"
UBERON_0001832_HUDECA_0000002,"","organ part - ","HUDECA_0000002","sublingual gland","organ"
UBERON_0001849_HUDECA_0000002,"","","HUDECA_0000002","membranous labyrinth","organ"
UBERON_0001840_HUDECA_0000002,"","","HUDECA_0000002","semicircular canal","organ"
UBERON_0001841_HUDECA_0000002,"","","HUDECA_0000002","anterior semicircular canal","organ"
UBERON_0001842_HUDECA_0000002,"","","HUDECA_0000002","posterior semicircular canal","organ"
UBERON_0001843_HUDECA_0000002,"","","HUDECA_0000002","lateral semicircular canal","organ"
UBERON_0001860_HUDECA_0000002,"","","HUDECA_0000002","endolymphatic duct","organ"
UBERON_0001862_HUDECA_0000002,"","organ part - ","HUDECA_0000002","vestibular labyrinth","organ"
UBERON_0002499_HUDECA_0000002,"","organ part - ","HUDECA_0000002","cochlear labyrinth","organ"
UBERON_0001853_HUDECA_0000002,"","organ part - ","HUDECA_0000002","utricle of membranous labyrinth","organ"
UBERON_0001854_HUDECA_0000002,"","organ part - ","HUDECA_0000002","saccule of membranous labyrinth","organ"
UBERON_0001867_UBERON_0004765,"","","UBERON_0004765","cartilage of external ear","organ"
